time,open,high,low,close,volume
2018-08-27 07:00:00,1.16009,1.16109,1.15964,1.16,2015
2018-08-27 08:00:00,1.16003,1.16196,1.16003,1.16096,1975
2018-08-27 09:00:00,1.1609200000000002,1.16218,1.1609200000000002,1.16174,1156
2018-08-27 10:00:00,1.16177,1.16206,1.16052,1.16106,2295
2018-08-27 11:00:00,1.16106,1.163,1.16103,1.1629200000000002,2028
2018-08-27 12:00:00,1.1629200000000002,1.16435,1.16258,1.16378,2679
2018-08-27 13:00:00,1.16383,1.1657799999999998,1.16334,1.16486,2908
2018-08-27 14:00:00,1.1649,1.16746,1.16462,1.16705,3262
2018-08-27 15:00:00,1.16708,1.16801,1.16684,1.1676,3373
2018-08-27 16:00:00,1.16756,1.16916,1.16728,1.16883,2179
2018-08-27 17:00:00,1.16888,1.1694,1.16754,1.16774,1242
2018-08-27 18:00:00,1.16774,1.16834,1.16762,1.16793,889
2018-08-27 19:00:00,1.16788,1.16822,1.16764,1.16812,794
2018-08-27 20:00:00,1.16812,1.16852,1.16777,1.16783,547
2018-08-27 21:00:00,1.1679,1.1685,1.16774,1.16796,1813
2018-08-27 22:00:00,1.1679700000000002,1.16819,1.16786,1.16803,606
2018-08-27 23:00:00,1.16803,1.16842,1.16782,1.16842,621
2018-08-28 00:00:00,1.16844,1.16974,1.1682,1.16916,1744
2018-08-28 01:00:00,1.16922,1.16923,1.16726,1.16773,1836
2018-08-28 02:00:00,1.16777,1.1677799999999998,1.16711,1.16753,849
2018-08-28 03:00:00,1.16754,1.16775,1.16706,1.16744,639
2018-08-28 04:00:00,1.16741,1.1676,1.16694,1.16742,592
2018-08-28 05:00:00,1.16739,1.16744,1.16623,1.167,1300
2018-08-28 06:00:00,1.167,1.1691200000000002,1.16677,1.16888,2204
2018-08-28 07:00:00,1.16886,1.17,1.1679,1.1686,4000
2018-08-28 08:00:00,1.16858,1.16996,1.16806,1.16918,2628
2018-08-28 09:00:00,1.1692,1.17049,1.16874,1.17024,2661
2018-08-28 10:00:00,1.17024,1.1707,1.16948,1.16984,2321
2018-08-28 11:00:00,1.1697799999999998,1.1717799999999998,1.16943,1.17162,2766
2018-08-28 12:00:00,1.17164,1.17218,1.17051,1.17162,3056
2018-08-28 13:00:00,1.17162,1.17337,1.17144,1.17313,3361
2018-08-28 14:00:00,1.1731200000000002,1.17318,1.17029,1.17148,4018
2018-08-28 15:00:00,1.1715,1.17228,1.17088,1.17192,2284
2018-08-28 16:00:00,1.1719700000000002,1.17251,1.1711200000000002,1.1717799999999998,1535
2018-08-28 17:00:00,1.1717799999999998,1.17218,1.17106,1.17127,1362
2018-08-28 18:00:00,1.17126,1.17126,1.16908,1.16949,2294
2018-08-28 19:00:00,1.16948,1.16987,1.16909,1.16926,1786
2018-08-28 20:00:00,1.16926,1.16959,1.16926,1.16948,628
2018-08-28 21:00:00,1.1696,1.16984,1.16922,1.16928,1490
2018-08-28 22:00:00,1.16924,1.16955,1.16913,1.16953,352
2018-08-28 23:00:00,1.1695,1.16956,1.16867,1.16932,698
2018-08-29 00:00:00,1.16926,1.16969,1.1684,1.16861,1174
2018-08-29 01:00:00,1.16866,1.16896,1.16836,1.16842,895
2018-08-29 02:00:00,1.16846,1.1697799999999998,1.16832,1.16917,1032
2018-08-29 03:00:00,1.16916,1.16954,1.16899,1.1695,496
2018-08-29 04:00:00,1.16948,1.16964,1.16904,1.1696,549
2018-08-29 05:00:00,1.1696,1.16963,1.16732,1.16744,2364
2018-08-29 06:00:00,1.16744,1.16818,1.16668,1.1668,2937
2018-08-29 07:00:00,1.1668,1.1687,1.16654,1.1666,3182
2018-08-29 08:00:00,1.16658,1.1677799999999998,1.16634,1.16666,2702
2018-08-29 09:00:00,1.1666299999999998,1.16764,1.16624,1.16726,2076
2018-08-29 10:00:00,1.16726,1.16754,1.16616,1.1663,2298
2018-08-29 11:00:00,1.16636,1.16684,1.16521,1.16585,2485
2018-08-29 12:00:00,1.16586,1.16678,1.1655,1.16645,2911
2018-08-29 13:00:00,1.16644,1.16896,1.1662,1.1689200000000002,4193
2018-08-29 14:00:00,1.16895,1.1708,1.16832,1.16934,7961
2018-08-29 15:00:00,1.16934,1.17036,1.16885,1.16982,3197
2018-08-29 16:00:00,1.16988,1.1707,1.1691200000000002,1.17052,2951
2018-08-29 17:00:00,1.17046,1.17064,1.16952,1.16984,1985
2018-08-29 18:00:00,1.16989,1.17025,1.1689200000000002,1.16996,2123
2018-08-29 19:00:00,1.16991,1.17075,1.16984,1.17038,1322
2018-08-29 20:00:00,1.17035,1.17098,1.1703,1.17074,740
2018-08-29 21:00:00,1.1706,1.17096,1.1706,1.17088,1138
2018-08-29 22:00:00,1.17086,1.1710200000000002,1.1706299999999998,1.17066,439
2018-08-29 23:00:00,1.17066,1.17105,1.1706299999999998,1.17096,340
2018-08-30 00:00:00,1.1709,1.17138,1.17018,1.1706,1027
2018-08-30 01:00:00,1.17062,1.17105,1.16964,1.17042,2029
2018-08-30 02:00:00,1.17046,1.17069,1.17004,1.17014,749
2018-08-30 03:00:00,1.17013,1.17056,1.1695,1.17006,900
2018-08-30 04:00:00,1.17004,1.17036,1.16975,1.16994,555
2018-08-30 05:00:00,1.16996,1.17,1.16862,1.16901,1302
2018-08-30 06:00:00,1.169,1.17062,1.16888,1.17036,2283
2018-08-30 07:00:00,1.17031,1.17185,1.16967,1.17021,3011
2018-08-30 08:00:00,1.17023,1.17044,1.1675,1.16868,3083
2018-08-30 09:00:00,1.16868,1.17,1.16845,1.16988,1853
2018-08-30 10:00:00,1.16992,1.1709,1.16916,1.1697799999999998,2560
2018-08-30 11:00:00,1.16976,1.1699,1.16822,1.1686299999999998,2735
2018-08-30 12:00:00,1.16857,1.1695799999999998,1.1677,1.16775,3312
2018-08-30 13:00:00,1.16776,1.16827,1.16439,1.16601,5779
2018-08-30 14:00:00,1.16603,1.16686,1.16506,1.16574,3622
2018-08-30 15:00:00,1.1657799999999998,1.1662,1.1642,1.16459,3586
2018-08-30 16:00:00,1.16458,1.16602,1.16416,1.16572,2197
2018-08-30 17:00:00,1.1657799999999998,1.16703,1.1650200000000002,1.16682,2292
2018-08-30 18:00:00,1.16682,1.1672,1.16566,1.1665,3686
2018-08-30 19:00:00,1.16644,1.1679,1.16598,1.1677,1932
2018-08-30 20:00:00,1.1676799999999998,1.1676799999999998,1.16652,1.16682,1107
2018-08-30 21:00:00,1.16666,1.16716,1.16628,1.16664,613
2018-08-30 22:00:00,1.16665,1.1669200000000002,1.16627,1.16633,1571
2018-08-30 23:00:00,1.16632,1.16668,1.16614,1.16656,578
2018-08-31 00:00:00,1.16658,1.16688,1.16608,1.16646,1136
2018-08-31 01:00:00,1.16649,1.16766,1.16638,1.16671,2089
2018-08-31 02:00:00,1.16671,1.16704,1.16608,1.16635,1232
2018-08-31 03:00:00,1.1663,1.1667299999999998,1.16596,1.16636,889
2018-08-31 04:00:00,1.16635,1.1671200000000002,1.1663,1.16698,594
2018-08-31 05:00:00,1.16696,1.1691200000000002,1.1669,1.1681,2662
2018-08-31 06:00:00,1.1681,1.16846,1.1672,1.16725,2070
2018-08-31 07:00:00,1.16728,1.169,1.16724,1.16836,4308
2018-08-31 08:00:00,1.16836,1.169,1.16669,1.1669200000000002,3226
2018-08-31 09:00:00,1.16684,1.16732,1.16638,1.16688,2853
2018-08-31 10:00:00,1.1669,1.1670200000000002,1.16556,1.16664,2499
2018-08-31 11:00:00,1.16662,1.16671,1.16434,1.16516,4091
2018-08-31 12:00:00,1.16516,1.1655799999999998,1.16331,1.16394,4093
2018-08-31 13:00:00,1.16392,1.16405,1.16258,1.16362,3620
2018-08-31 14:00:00,1.16362,1.16518,1.163,1.16342,5510
2018-08-31 15:00:00,1.16342,1.16362,1.15917,1.1596,6574
2018-08-31 16:00:00,1.1596,1.1599700000000002,1.15844,1.1594799999999998,4640
2018-08-31 17:00:00,1.15944,1.1605299999999998,1.1589,1.1605,2376
2018-08-31 18:00:00,1.16046,1.1609200000000002,1.1596,1.15972,2373
2018-08-31 19:00:00,1.15972,1.16104,1.15957,1.1607,2847
2018-08-31 20:00:00,1.1607,1.16127,1.16013,1.16019,1616
2018-09-02 21:00:00,1.15982,1.15994,1.15934,1.15962,374
2018-09-02 22:00:00,1.15982,1.16051,1.1595799999999998,1.15976,1546
2018-09-02 23:00:00,1.15978,1.15993,1.15927,1.15982,456
2018-09-03 00:00:00,1.15976,1.16032,1.15918,1.15966,899
2018-09-03 01:00:00,1.15961,1.16004,1.15894,1.15966,1614
2018-09-03 02:00:00,1.15964,1.16022,1.1593,1.15981,1008
2018-09-03 03:00:00,1.1598,1.16031,1.15962,1.15991,614
2018-09-03 04:00:00,1.15992,1.1606,1.15976,1.1606,613
2018-09-03 05:00:00,1.16055,1.16152,1.16051,1.16126,837
2018-09-03 06:00:00,1.16126,1.1615799999999998,1.15994,1.16002,1511
2018-09-03 07:00:00,1.16002,1.16262,1.1591,1.16105,3524
2018-09-03 08:00:00,1.16107,1.16228,1.16071,1.16114,2764
2018-09-03 09:00:00,1.16108,1.16144,1.15983,1.15988,1842
2018-09-03 10:00:00,1.15988,1.16184,1.15963,1.16163,2035
2018-09-03 11:00:00,1.16162,1.162,1.1610200000000002,1.16116,1359
2018-09-03 12:00:00,1.16118,1.16166,1.16052,1.16064,1866
2018-09-03 13:00:00,1.16065,1.16146,1.16035,1.16096,1434
2018-09-03 14:00:00,1.1609200000000002,1.16279,1.16082,1.16274,1864
2018-09-03 15:00:00,1.16269,1.16272,1.16179,1.16194,1239
2018-09-03 16:00:00,1.16194,1.16232,1.1615,1.1617,753
2018-09-03 17:00:00,1.1617,1.16216,1.16162,1.16191,464
2018-09-03 18:00:00,1.16188,1.1621,1.16165,1.16184,1614
2018-09-03 19:00:00,1.16184,1.16193,1.16147,1.16162,1291
2018-09-03 20:00:00,1.1616,1.16204,1.16147,1.16204,3184
2018-09-03 21:00:00,1.16198,1.16214,1.16128,1.16144,299
2018-09-03 22:00:00,1.16146,1.16192,1.16146,1.16173,544
2018-09-03 23:00:00,1.16175,1.16178,1.16134,1.1614,217
2018-09-04 00:00:00,1.16141,1.16142,1.1602,1.16035,1137
2018-09-04 01:00:00,1.16038,1.16056,1.15956,1.16024,1857
2018-09-04 02:00:00,1.16024,1.16033,1.1596,1.15986,1100
2018-09-04 03:00:00,1.15982,1.16018,1.1597,1.1601,558
2018-09-04 04:00:00,1.1600700000000002,1.16062,1.15991,1.16046,1174
2018-09-04 05:00:00,1.16045,1.16114,1.16016,1.16024,1155
2018-09-04 06:00:00,1.16024,1.16047,1.15746,1.15778,3269
2018-09-04 07:00:00,1.15778,1.15854,1.15679,1.15694,2914
2018-09-04 08:00:00,1.1569,1.15714,1.15582,1.15656,2906
2018-09-04 09:00:00,1.15661,1.15676,1.15563,1.15567,2586
2018-09-04 10:00:00,1.15566,1.15652,1.15499,1.15606,2245
2018-09-04 11:00:00,1.15605,1.15656,1.15532,1.15591,2842
2018-09-04 12:00:00,1.15593,1.1569,1.15547,1.15612,2624
2018-09-04 13:00:00,1.15614,1.15632,1.15438,1.15442,3391
2018-09-04 14:00:00,1.1544,1.15604,1.1530200000000002,1.15556,4941
2018-09-04 15:00:00,1.15556,1.157,1.15514,1.1565299999999998,3375
2018-09-04 16:00:00,1.15654,1.1585,1.15642,1.15795,2536
2018-09-04 17:00:00,1.15798,1.15841,1.15738,1.1575,1764
2018-09-04 18:00:00,1.1575,1.15812,1.1573,1.15799,1034
2018-09-04 19:00:00,1.15798,1.15857,1.15744,1.15857,1147
2018-09-04 20:00:00,1.15854,1.15896,1.1582,1.1583,784
2018-09-04 21:00:00,1.15806,1.15876,1.15781,1.1581,1464
2018-09-04 22:00:00,1.15812,1.15842,1.15809,1.15832,894
2018-09-04 23:00:00,1.1583,1.15874,1.15822,1.15872,259
2018-09-05 00:00:00,1.15874,1.15878,1.158,1.15854,1057
2018-09-05 01:00:00,1.15855,1.16038,1.15808,1.15965,2129
2018-09-05 02:00:00,1.1596799999999998,1.16082,1.15935,1.16048,1220
2018-09-05 03:00:00,1.16042,1.16059,1.1595,1.15964,969
2018-09-05 04:00:00,1.15964,1.15982,1.15928,1.1594799999999998,528
2018-09-05 05:00:00,1.15942,1.15954,1.1586299999999998,1.15932,1194
2018-09-05 06:00:00,1.15932,1.15932,1.15634,1.15642,2972
2018-09-05 07:00:00,1.15636,1.157,1.15432,1.15555,4061
2018-09-05 08:00:00,1.15556,1.15716,1.15552,1.15687,2560
2018-09-05 09:00:00,1.1569,1.15924,1.1567,1.1574799999999998,3788
2018-09-05 10:00:00,1.15742,1.15978,1.15678,1.1594799999999998,2747
2018-09-05 11:00:00,1.1594799999999998,1.15957,1.15794,1.15794,1826
2018-09-05 12:00:00,1.15795,1.15914,1.15716,1.15851,2338
2018-09-05 13:00:00,1.15852,1.1641,1.15832,1.1627,9277
2018-09-05 14:00:00,1.16268,1.16276,1.16094,1.16254,4591
2018-09-05 15:00:00,1.16252,1.1629200000000002,1.1605,1.16184,5760
2018-09-05 16:00:00,1.1619,1.16301,1.16178,1.16213,2173
2018-09-05 17:00:00,1.16208,1.16324,1.16204,1.16218,1277
2018-09-05 18:00:00,1.16219,1.16282,1.16202,1.16237,978
2018-09-05 19:00:00,1.1624,1.16326,1.16218,1.16314,915
2018-09-05 20:00:00,1.1631,1.16338,1.1630200000000002,1.16308,776
2018-09-05 21:00:00,1.16308,1.16344,1.1630200000000002,1.1634,950
2018-09-05 22:00:00,1.1634,1.1635,1.16314,1.16324,665
2018-09-05 23:00:00,1.16319,1.1634799999999998,1.16318,1.16344,240
2018-09-06 00:00:00,1.16344,1.16594,1.16342,1.16451,2619
2018-09-06 01:00:00,1.16454,1.16494,1.16412,1.16445,1531
2018-09-06 02:00:00,1.16446,1.16508,1.16436,1.16469,1112
2018-09-06 03:00:00,1.16464,1.16472,1.16323,1.16346,1450
2018-09-06 04:00:00,1.1634799999999998,1.16374,1.16299,1.16337,631
2018-09-06 05:00:00,1.16336,1.16347,1.16192,1.16228,1510
2018-09-06 06:00:00,1.16228,1.16316,1.16144,1.16213,2144
2018-09-06 07:00:00,1.16218,1.16369,1.1614,1.16225,3437
2018-09-06 08:00:00,1.16224,1.16421,1.16216,1.16356,3487
2018-09-06 09:00:00,1.16356,1.1637,1.16164,1.16212,2737
2018-09-06 10:00:00,1.1620700000000002,1.16288,1.16167,1.16282,2088
2018-09-06 11:00:00,1.16277,1.16382,1.16255,1.163,1852
2018-09-06 12:00:00,1.16296,1.1655,1.16274,1.16416,4077
2018-09-06 13:00:00,1.16418,1.16455,1.16313,1.16408,2460
2018-09-06 14:00:00,1.16406,1.1647299999999998,1.16244,1.16316,5150
2018-09-06 15:00:00,1.16318,1.16332,1.16054,1.1623,5132
2018-09-06 16:00:00,1.1623,1.16252,1.16128,1.16246,2023
2018-09-06 17:00:00,1.16242,1.16261,1.16144,1.16196,1509
2018-09-06 18:00:00,1.16192,1.16328,1.16191,1.16254,1934
2018-09-06 19:00:00,1.16251,1.16269,1.16211,1.16222,1205
2018-09-06 20:00:00,1.16218,1.16274,1.1618700000000002,1.16234,1127
2018-09-06 21:00:00,1.16216,1.16247,1.16188,1.1624,925
2018-09-06 22:00:00,1.1624,1.1625,1.16224,1.16248,970
2018-09-06 23:00:00,1.16246,1.16256,1.16194,1.162,623
2018-09-07 00:00:00,1.16202,1.16239,1.16149,1.1618,1779
2018-09-07 01:00:00,1.16182,1.16248,1.16142,1.1623,1688
2018-09-07 02:00:00,1.1623,1.16266,1.16178,1.16196,1303
2018-09-07 03:00:00,1.16202,1.1624,1.16153,1.1624,963
2018-09-07 04:00:00,1.16238,1.16294,1.16231,1.1629,731
2018-09-07 05:00:00,1.1629200000000002,1.1631,1.16212,1.1625,912
2018-09-07 06:00:00,1.1625,1.16446,1.1614,1.16402,3980
2018-09-07 07:00:00,1.16402,1.16488,1.16324,1.16459,3174
2018-09-07 08:00:00,1.16456,1.16486,1.16405,1.16436,2141
2018-09-07 09:00:00,1.16443,1.16496,1.16314,1.16364,2095
2018-09-07 10:00:00,1.1636799999999998,1.16388,1.16226,1.16262,3356
2018-09-07 11:00:00,1.16266,1.16284,1.15998,1.161,3438
2018-09-07 12:00:00,1.16095,1.16226,1.15667,1.15667,9343
2018-09-07 13:00:00,1.15667,1.15866,1.15616,1.15784,4414
2018-09-07 14:00:00,1.15789,1.15934,1.15727,1.15822,5125
2018-09-07 15:00:00,1.15826,1.15856,1.15706,1.15712,4600
2018-09-07 16:00:00,1.15712,1.1573,1.15559,1.15611,5495
2018-09-07 17:00:00,1.1561,1.15631,1.15505,1.15615,2392
2018-09-07 18:00:00,1.15614,1.15672,1.15596,1.15646,1444
2018-09-07 19:00:00,1.15646,1.15664,1.15586,1.15586,1029
2018-09-07 20:00:00,1.15584,1.15614,1.1552,1.15521,813
2018-09-09 21:00:00,1.15477,1.1559,1.15477,1.15516,610
2018-09-09 22:00:00,1.15509,1.15598,1.15488,1.15554,1142
2018-09-09 23:00:00,1.15551,1.15608,1.15544,1.15608,379
2018-09-10 00:00:00,1.15604,1.15639,1.15545,1.15638,1124
2018-09-10 01:00:00,1.1564,1.1564,1.15494,1.155,1581
2018-09-10 02:00:00,1.15503,1.1555799999999998,1.15472,1.15508,1050
2018-09-10 03:00:00,1.15504,1.1553,1.15421,1.15439,923
2018-09-10 04:00:00,1.1544,1.15474,1.15402,1.15474,773
2018-09-10 05:00:00,1.15469,1.1552,1.15442,1.15516,497
2018-09-10 06:00:00,1.1551,1.1554,1.1526,1.15328,2319
2018-09-10 07:00:00,1.15332,1.15678,1.15332,1.15662,3079
2018-09-10 08:00:00,1.15668,1.1574,1.15621,1.1571,2464
2018-09-10 09:00:00,1.15711,1.15846,1.15684,1.15764,1703
2018-09-10 10:00:00,1.15764,1.158,1.15721,1.1576799999999998,1408
2018-09-10 11:00:00,1.15765,1.15792,1.15696,1.15717,1443
2018-09-10 12:00:00,1.15719,1.16045,1.15688,1.16032,3110
2018-09-10 13:00:00,1.16037,1.16164,1.1597,1.16002,4597
2018-09-10 14:00:00,1.16001,1.1613,1.15977,1.1605,2894
2018-09-10 15:00:00,1.1605,1.16096,1.16014,1.16036,1911
2018-09-10 16:00:00,1.1604,1.16057,1.15999,1.16016,1062
2018-09-10 17:00:00,1.16016,1.16033,1.15956,1.1597,904
2018-09-10 18:00:00,1.15966,1.15988,1.15934,1.15966,677
2018-09-10 19:00:00,1.1596799999999998,1.15982,1.15924,1.15962,629
2018-09-10 20:00:00,1.15962,1.15985,1.15938,1.15938,367
2018-09-10 21:00:00,1.15952,1.15992,1.1594,1.15965,272
2018-09-10 22:00:00,1.1596799999999998,1.1596799999999998,1.1593,1.15942,492
2018-09-10 23:00:00,1.15942,1.1595799999999998,1.15934,1.15939,287
2018-09-11 00:00:00,1.1594,1.16,1.15885,1.1589,789
2018-09-11 01:00:00,1.15889,1.159,1.1578,1.15868,1129
2018-09-11 02:00:00,1.15866,1.1590200000000002,1.15833,1.15887,577
2018-09-11 03:00:00,1.15888,1.16001,1.15888,1.15981,1153
2018-09-11 04:00:00,1.15984,1.1604,1.15975,1.16008,544
2018-09-11 05:00:00,1.16008,1.1613,1.15976,1.1613,921
2018-09-11 06:00:00,1.16128,1.16288,1.16085,1.16256,1979
2018-09-11 07:00:00,1.16251,1.1644,1.16226,1.16306,3187
2018-09-11 08:00:00,1.16306,1.16344,1.16054,1.16146,3910
2018-09-11 09:00:00,1.16144,1.16172,1.1595,1.1596,2710
2018-09-11 10:00:00,1.15964,1.1597,1.1575799999999998,1.15846,2150
2018-09-11 11:00:00,1.15848,1.15893,1.1579700000000002,1.15808,1845
2018-09-11 12:00:00,1.15808,1.15865,1.15656,1.15782,4351
2018-09-11 13:00:00,1.15786,1.15884,1.15739,1.15804,3111
2018-09-11 14:00:00,1.15804,1.1599,1.1579,1.15838,3453
2018-09-11 15:00:00,1.1584,1.15913,1.15763,1.1591200000000002,2032
2018-09-11 16:00:00,1.1591200000000002,1.15976,1.15836,1.1588,1385
2018-09-11 17:00:00,1.15886,1.1596,1.15847,1.15908,1301
2018-09-11 18:00:00,1.1591200000000002,1.15932,1.15847,1.15854,872
2018-09-11 19:00:00,1.15855,1.15918,1.15838,1.15917,975
2018-09-11 20:00:00,1.15916,1.16125,1.15899,1.16044,1730
2018-09-11 21:00:00,1.16065,1.16066,1.15954,1.16006,886
2018-09-11 22:00:00,1.16009,1.16035,1.16,1.16022,453
2018-09-11 23:00:00,1.16022,1.1604,1.15953,1.15956,336
2018-09-12 00:00:00,1.15953,1.15992,1.1591,1.15976,719
2018-09-12 01:00:00,1.1597,1.15984,1.15883,1.15903,512
2018-09-12 02:00:00,1.15901,1.15942,1.1588,1.1590200000000002,373
2018-09-12 03:00:00,1.1590200000000002,1.15939,1.15856,1.15856,336
2018-09-12 04:00:00,1.15855,1.15888,1.1583,1.15868,363
2018-09-12 05:00:00,1.15868,1.15906,1.158,1.15841,796
2018-09-12 06:00:00,1.15841,1.15972,1.1570200000000002,1.15712,2158
2018-09-12 07:00:00,1.15711,1.16044,1.15706,1.1597,2630
2018-09-12 08:00:00,1.15974,1.1605,1.15759,1.1590200000000002,3734
2018-09-12 09:00:00,1.15901,1.15991,1.15832,1.15943,2030
2018-09-12 10:00:00,1.15944,1.15953,1.15791,1.15808,1694
2018-09-12 11:00:00,1.15805,1.15934,1.1572,1.15809,4224
2018-09-12 12:00:00,1.15808,1.1599700000000002,1.15782,1.15919,3342
2018-09-12 13:00:00,1.15922,1.16006,1.15875,1.1598,3169
2018-09-12 14:00:00,1.15976,1.1625299999999998,1.1597,1.16245,3962
2018-09-12 15:00:00,1.1625,1.165,1.16218,1.16264,5141
2018-09-12 16:00:00,1.16262,1.16293,1.1616799999999998,1.16293,3045
2018-09-12 17:00:00,1.16298,1.16405,1.16283,1.1639,2267
2018-09-12 18:00:00,1.16388,1.1639,1.16306,1.16318,1303
2018-09-12 19:00:00,1.16313,1.16319,1.16233,1.16264,1241
2018-09-12 20:00:00,1.16258,1.16298,1.16254,1.1627,557
2018-09-12 21:00:00,1.16267,1.16336,1.1624,1.16286,863
2018-09-12 22:00:00,1.16274,1.16322,1.16264,1.16278,441
2018-09-12 23:00:00,1.1628,1.16301,1.16258,1.16258,307
2018-09-13 00:00:00,1.16256,1.16362,1.16252,1.16354,808
2018-09-13 01:00:00,1.16352,1.16432,1.16336,1.16374,728
2018-09-13 02:00:00,1.1637,1.16372,1.1631200000000002,1.16349,685
2018-09-13 03:00:00,1.16351,1.16396,1.1632,1.16372,508
2018-09-13 04:00:00,1.16371,1.16394,1.16225,1.1623,375
2018-09-13 05:00:00,1.1623,1.16288,1.16186,1.16204,731
2018-09-13 06:00:00,1.16204,1.16328,1.16166,1.16246,1593
2018-09-13 07:00:00,1.16244,1.16296,1.16152,1.16152,2008
2018-09-13 08:00:00,1.16154,1.16252,1.16146,1.1614799999999998,1744
2018-09-13 09:00:00,1.16142,1.162,1.1609,1.16174,2006
2018-09-13 10:00:00,1.16175,1.16254,1.16152,1.16196,1324
2018-09-13 11:00:00,1.16194,1.16354,1.16179,1.16216,3837
2018-09-13 12:00:00,1.16216,1.16812,1.16142,1.16789,8449
2018-09-13 13:00:00,1.16793,1.17012,1.16734,1.16916,5016
2018-09-13 14:00:00,1.16916,1.16963,1.16686,1.1675799999999998,5072
2018-09-13 15:00:00,1.1675799999999998,1.16854,1.16706,1.1671200000000002,2256
2018-09-13 16:00:00,1.16713,1.16822,1.16696,1.16784,1443
2018-09-13 17:00:00,1.16783,1.16886,1.1676,1.16838,1579
2018-09-13 18:00:00,1.1684,1.16944,1.16828,1.16922,1445
2018-09-13 19:00:00,1.16927,1.16939,1.16864,1.16888,1518
2018-09-13 20:00:00,1.16888,1.1692,1.16887,1.16901,585
2018-09-13 21:00:00,1.16901,1.1692,1.16868,1.1689200000000002,1012
2018-09-13 22:00:00,1.1689200000000002,1.1695,1.1689200000000002,1.16904,637
2018-09-13 23:00:00,1.1691,1.16966,1.16891,1.1691,575
2018-09-14 00:00:00,1.1691200000000002,1.16948,1.16876,1.16904,824
2018-09-14 01:00:00,1.16904,1.16932,1.16888,1.16891,541
2018-09-14 02:00:00,1.1689200000000002,1.1696,1.16888,1.16924,552
2018-09-14 03:00:00,1.16928,1.1698,1.16924,1.16927,446
2018-09-14 04:00:00,1.16926,1.1696799999999998,1.16896,1.1696799999999998,581
2018-09-14 05:00:00,1.16966,1.16989,1.16906,1.16926,554
2018-09-14 06:00:00,1.16926,1.17098,1.16906,1.17056,2195
2018-09-14 07:00:00,1.17062,1.17212,1.16989,1.1719700000000002,2236
2018-09-14 08:00:00,1.17198,1.17218,1.17032,1.17062,2103
2018-09-14 09:00:00,1.17062,1.17088,1.16982,1.16994,2059
2018-09-14 10:00:00,1.16991,1.17036,1.1695,1.17015,1526
2018-09-14 11:00:00,1.17013,1.17028,1.16858,1.1687,2304
2018-09-14 12:00:00,1.16869,1.17057,1.16652,1.16674,6262
2018-09-14 13:00:00,1.16676,1.16722,1.16602,1.16674,3523
2018-09-14 14:00:00,1.1668,1.1672,1.16549,1.16668,3873
2018-09-14 15:00:00,1.1667299999999998,1.16674,1.1654,1.16556,2215
2018-09-14 16:00:00,1.16551,1.16572,1.1626,1.16378,4534
2018-09-14 17:00:00,1.16378,1.16386,1.16252,1.16334,2211
2018-09-14 18:00:00,1.16332,1.16338,1.16234,1.16324,962
2018-09-14 19:00:00,1.16329,1.1634,1.1620700000000002,1.16244,808
2018-09-14 20:00:00,1.16246,1.1628,1.16209,1.1625,993
2018-09-16 21:00:00,1.1626,1.1634,1.16234,1.16264,437
2018-09-16 22:00:00,1.1626,1.16289,1.16229,1.16256,591
2018-09-16 23:00:00,1.16252,1.1627,1.16219,1.16238,245
2018-09-17 00:00:00,1.16239,1.16306,1.16224,1.16295,597
2018-09-17 01:00:00,1.16298,1.16343,1.1628399999999999,1.1629,602
2018-09-17 02:00:00,1.16287,1.1635799999999998,1.16255,1.16356,550
2018-09-17 03:00:00,1.16354,1.16367,1.16316,1.1636,405
2018-09-17 04:00:00,1.1636,1.16373,1.16313,1.1636600000000001,494
2018-09-17 05:00:00,1.16362,1.16385,1.1631,1.16374,633
2018-09-17 06:00:00,1.1637899999999999,1.16405,1.16255,1.16286,1567
2018-09-17 07:00:00,1.1629,1.1647,1.16178,1.1646,2266
2018-09-17 08:00:00,1.16459,1.16609,1.16452,1.16537,2064
2018-09-17 09:00:00,1.1653,1.16564,1.16472,1.16496,1761
2018-09-17 10:00:00,1.1649,1.16646,1.16479,1.16618,2037
2018-09-17 11:00:00,1.16614,1.16666,1.1657,1.16654,1834
2018-09-17 12:00:00,1.16654,1.16864,1.16645,1.16846,2818
2018-09-17 13:00:00,1.16842,1.1695200000000001,1.16815,1.1693799999999999,2683
2018-09-17 14:00:00,1.16933,1.16946,1.16855,1.1690200000000002,2506
2018-09-17 15:00:00,1.169,1.16934,1.16824,1.16846,2038
2018-09-17 16:00:00,1.16851,1.1697799999999998,1.1685,1.16962,1459
2018-09-17 17:00:00,1.16957,1.1698,1.16842,1.16888,1386
2018-09-17 18:00:00,1.1689,1.169,1.16848,1.16864,755
2018-09-17 19:00:00,1.1686,1.1687,1.16821,1.1684,1169
2018-09-17 20:00:00,1.16834,1.16868,1.16832,1.16838,524
2018-09-17 21:00:00,1.16851,1.1689200000000002,1.16829,1.16848,771
2018-09-17 22:00:00,1.1684700000000001,1.16882,1.1670399999999999,1.16708,2122
2018-09-17 23:00:00,1.1671,1.1673799999999999,1.16666,1.16686,840
2018-09-18 00:00:00,1.16688,1.16782,1.16679,1.1674200000000001,1071
2018-09-18 01:00:00,1.1674,1.16824,1.16721,1.1679899999999999,1348
